,author_type,url,floor,floors_count,rooms_count,total_meters,price,district,lat,lon
15694,real_estate_agent,https://www.cian.ru/sale/flat/299740000/,6.0,9.0,1.0,42.0,9500000,Ярославский,55.85829275,37.68270313135836
15697,developer,https://www.cian.ru/sale/flat/292540154/,8.0,8.0,2.0,140.2,49362457,Останкинский,55.82104325,37.61834109291631
15699,developer,https://www.cian.ru/sale/flat/294033706/,2.0,27.0,3.0,90.6,33269000,Алексеевский,55.8119473,37.6457528
15700,realtor,https://www.cian.ru/sale/flat/292366766/,5.0,5.0,2.0,39.3,11350000,Алексеевский,55.8218402,37.6478274
15703,developer,https://www.cian.ru/sale/flat/298603861/,3.0,26.0,2.0,47.0,20821000,Останкинский,55.8204298,37.6178834
15707,developer,https://www.cian.ru/sale/flat/292540115/,7.0,8.0,2.0,112.7,34660322,Останкинский,55.82104325,37.61834109291631
15708,unknown,https://www.cian.ru/sale/flat/298861683/,4.0,12.0,2.0,52.0,15350000,Ярославский,55.87551185,37.72275204122101
15710,realtor,https://www.cian.ru/sale/flat/292028756/,2.0,5.0,3.0,52.0,15030000,Алексеевский,55.8218402,37.6478274
15714,homeowner,https://www.cian.ru/sale/flat/300045417/,11.0,12.0,1.0,30.0,14700000,Останкинский,55.8183355,37.6245904
15716,real_estate_agent,https://www.cian.ru/sale/flat/296816715/,16.0,22.0,1.0,39.3,13700000,Богородское,55.8172363,37.6931337
15718,realtor,https://www.cian.ru/sale/flat/300069614/,6.0,12.0,2.0,38.0,16500000,Алексеевский,55.806736400000005,37.64074426373225
15720,homeowner,https://www.cian.ru/sale/flat/298157268/,1.0,5.0,3.0,65.0,21400000,Алексеевский,55.82318875,37.653612175874855
15721,developer,https://www.cian.ru/sale/flat/296010091/,11.0,27.0,3.0,122.7,37453000,Алексеевский,55.8119473,37.6457528
15723,developer,https://www.cian.ru/sale/flat/292540157/,8.0,8.0,1.0,108.8,31010394,Останкинский,55.82104325,37.61834109291631
15724,real_estate_agent,https://www.cian.ru/sale/flat/297702362/,1.0,5.0,2.0,55.0,12500000,Марфино,55.8326141,37.58999744941177
15726,real_estate_agent,https://www.cian.ru/sale/flat/299433333/,4.0,10.0,1.0,35.8,17400000,Алексеевский,55.8281849,37.650243
15728,realtor,https://korolev.cian.ru/sale/flat/298744634/,3.0,9.0,3.0,62.0,7200000,,55.92536815,37.8169807476327
15732,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/299327927/,1.0,4.0,1.0,32.3,4800000,,55.7505412,37.6174782
15734,homeowner,https://korolev.cian.ru/sale/flat/299531869/,1.0,9.0,1.0,32.0,5830000,,55.91835025,37.83511559779422
15736,real_estate_agent,https://korolev.cian.ru/sale/flat/298083259/,15.0,17.0,3.0,93.3,12100000,,55.9137634,37.8396928
15740,realtor,https://mytishchi.cian.ru/sale/flat/298265777/,20.0,26.0,1.0,27.0,5890000,,55.8598759,37.6903222
15742,realtor,https://korolev.cian.ru/sale/flat/298683868/,7.0,26.0,1.0,42.0,7300000,,55.6340362,37.255024046428304
15747,developer,https://www.cian.ru/sale/flat/298603517/,3.0,37.0,3.0,100.72,40388720,Останкинский,55.81039545,37.62418248648383
15748,real_estate_agent,https://pushkino.cian.ru/sale/flat/298457498/,5.0,5.0,2.0,46.3,6200000,,56.0079025,37.8532706
15752,homeowner,https://korolev.cian.ru/sale/flat/298022056/,13.0,16.0,1.0,52.0,12400000,,55.7017925,37.890566
15758,real_estate_agent,https://www.cian.ru/sale/flat/297480085/,10.0,12.0,3.0,82.1,45000000,Останкинский,55.8228718,37.6205377
15761,developer,https://www.cian.ru/sale/flat/292540156/,8.0,8.0,1.0,106.7,30411847,Останкинский,55.82104325,37.61834109291631
15764,realtor,https://www.cian.ru/sale/flat/299806600/,13.0,22.0,1.0,36.8,11200000,Богородское,55.8172363,37.6931337
15766,homeowner,https://korolev.cian.ru/sale/flat/299885106/,8.0,12.0,1.0,46.7,8100000,,55.905449,37.8665149
15768,real_estate_agent,https://korolev.cian.ru/sale/flat/298409671/,5.0,5.0,2.0,54.0,6800000,,55.95034585,37.830623847521615
15770,homeowner,https://www.cian.ru/sale/flat/299921564/,5.0,5.0,3.0,64.5,16000000,Ростокино,55.8361738,37.6674459
15772,realtor,https://www.cian.ru/sale/flat/297097403/,2.0,14.0,3.0,68.0,23200000,Останкинский,55.8072826,37.6359548
15773,developer,https://www.cian.ru/sale/flat/292540136/,8.0,8.0,1.0,87.6,33098872,Останкинский,55.82104325,37.61834109291631
15778,real_estate_agent,https://korolev.cian.ru/sale/flat/299032212/,2.0,16.0,2.0,52.0,9000000,,55.9119901,37.8660944265996
15780,realtor,https://korolev.cian.ru/sale/flat/300015767/,1.0,12.0,3.0,62.8,7900000,,55.1058292,38.76139635
15782,realtor,https://www.cian.ru/sale/flat/300074775/,4.0,5.0,3.0,63.0,18900000,Ростокино,55.8365016,37.6668888
15784,homeowner,https://korolev.cian.ru/sale/flat/299614359/,5.0,12.0,2.0,55.0,9900000,,55.920674899999995,37.86491985
15788,homeowner,https://www.cian.ru/sale/flat/299759737/,5.0,9.0,1.0,33.0,11400000,Ярославский,55.850692050000006,37.68605292857484
15793,homeowner,https://www.cian.ru/sale/flat/298114969/,8.0,12.0,2.0,40.0,13550000,Ростокино,55.83782625,37.66268622193877
15795,unknown,https://korolev.cian.ru/sale/flat/299246041/,4.0,9.0,3.0,82.3,15500000,,55.93217515,37.84474875
15797,real_estate_agent,https://www.cian.ru/sale/flat/295206501/,3.0,9.0,3.0,51.2,17900000,Алексеевский,55.82388055,37.662569710065284
15802,developer,https://www.cian.ru/sale/flat/298603641/,2.0,26.0,1.0,27.1,13279000,Останкинский,55.8204298,37.6178834
15803,real_estate_agent,https://www.cian.ru/sale/flat/299639520/,15.0,17.0,2.0,66.5,17000000,Ярославский,55.86890435,37.70678633764258
15809,real_estate_agent,https://pushkino.cian.ru/sale/flat/278279482/,2.0,2.0,1.0,42.0,3500000,,56.1762524,38.4718548
15822,homeowner,https://mytishchi.cian.ru/sale/flat/292536880/,8.0,17.0,2.0,72.0,14760000,,55.4765809,37.298533
15824,homeowner,https://www.cian.ru/sale/flat/297512061/,5.0,5.0,3.0,75.0,24750000,Алексеевский,55.8243636,37.65131399994346
15826,real_estate_agent,https://www.cian.ru/sale/flat/298213894/,8.0,9.0,1.0,31.5,10500000,Ростокино,55.83420595,37.663347050584434
15828,real_estate_agent,https://www.cian.ru/sale/flat/298249754/,22.0,22.0,4.0,105.0,41500000,Останкинский,55.823123100000004,37.62947653261638
15830,real_estate_agent,https://www.cian.ru/sale/flat/293949455/,2.0,8.0,2.0,52.0,19800000,Алексеевский,55.8209232,37.6429485
15834,homeowner,https://korolev.cian.ru/sale/flat/298754515/,1.0,4.0,3.0,139.0,35500000,,55.045409,38.81405855738787
15836,unknown,https://korolev.cian.ru/sale/flat/299243996/,5.0,9.0,1.0,40.3,8500000,,55.9335261,37.8446205
15838,homeowner,https://korolev.cian.ru/sale/flat/298111442/,12.0,12.0,2.0,42.0,8250000,,55.9197776,37.8423498
15842,homeowner,https://korolev.cian.ru/sale/flat/296084830/,12.0,17.0,2.0,77.7,12800000,,55.9137634,37.8396928
15847,developer,https://www.cian.ru/sale/flat/293670766/,7.0,8.0,2.0,129.8,44573320,Останкинский,55.82104325,37.61834109291631
15848,real_estate_agent,https://www.cian.ru/sale/flat/289198876/,22.0,22.0,4.0,105.0,42000000,Останкинский,55.823123100000004,37.62947653261638
15849,developer,https://www.cian.ru/sale/flat/298588423/,13.0,38.0,1.0,42.3,25952573,Ростокино,55.8397371,37.66655121272851
15858,real_estate_agent,https://www.cian.ru/sale/flat/299761660/,10.0,22.0,2.0,82.1,45000000,Останкинский,55.8228718,37.6205377
15859,developer,https://www.cian.ru/sale/flat/298828235/,11.0,32.0,2.0,81.2,36946000,Останкинский,55.809901499999995,37.624719400000004
15866,real_estate_agent,https://mytishchi.cian.ru/sale/flat/292177362/,9.0,9.0,2.0,45.0,5000000,,55.9128611,37.773721249999994
15868,realtor,https://korolev.cian.ru/sale/flat/299209510/,3.0,9.0,2.0,52.0,7200000,,55.9175407,37.836789499999995
15870,real_estate_agent,https://www.cian.ru/sale/flat/299321561/,1.0,16.0,1.0,35.0,8800000,Ярославский,55.8617143,37.69136
15872,real_estate_agent,https://www.cian.ru/sale/flat/299368048/,8.0,20.0,3.0,37.7,6800000,Ярославский,55.8782806,37.7308032
15874,realtor,https://www.cian.ru/sale/flat/296069648/,1.0,12.0,1.0,31.8,7800000,Ярославский,55.87768655,37.72265850650015
15876,real_estate_agent,https://korolev.cian.ru/sale/flat/299429737/,4.0,12.0,2.0,51.8,7500000,,55.9168564,37.86510221146223
15878,realtor,https://mytishchi.cian.ru/sale/flat/299525380/,4.0,9.0,1.0,37.0,6000000,,55.914940200000004,37.786120850760035
15880,realtor,https://korolev.cian.ru/sale/flat/299990562/,5.0,5.0,3.0,45.0,6199000,,55.916123,37.81799751572193
15882,realtor,https://korolev.cian.ru/sale/flat/293341799/,6.0,9.0,2.0,36.4,5900000,,55.971350099999995,37.85896863096538
15884,realtor,https://korolev.cian.ru/sale/flat/299554348/,12.0,17.0,2.0,57.5,8550000,,55.9137634,37.8396928
15886,real_estate_agent,https://korolev.cian.ru/sale/flat/297552867/,4.0,9.0,2.0,36.5,5200000,,55.5837512,39.52818410388922
15888,realtor,https://korolev.cian.ru/sale/flat/298409711/,9.0,17.0,1.0,25.9,6050000,,55.905449,37.8665149
15892,realtor,https://mytishchi.cian.ru/sale/flat/290220446/,2.0,6.0,1.0,29.8,7000000,,55.8959992,37.74375960789265
15896,real_estate_agent,https://korolev.cian.ru/sale/flat/299377842/,2.0,3.0,1.0,21.2,3130000,,55.6075,38.44157495
15898,real_estate_agent,https://www.cian.ru/sale/flat/298864367/,1.0,9.0,1.0,32.0,8900000,Ростокино,55.8376494,37.6604826
15900,real_estate_agent,https://mytishchi.cian.ru/sale/flat/299463931/,3.0,9.0,3.0,72.0,8600000,,55.914940200000004,37.786120850760035
15902,real_estate_agent,https://korolev.cian.ru/sale/flat/297201045/,7.0,17.0,1.0,44.0,8700000,,55.905449,37.8665149
15904,real_estate_agent,https://korolev.cian.ru/sale/flat/299672855/,2.0,5.0,2.0,53.0,8700000,,55.27073875,37.88465209223556
15908,real_estate_agent,https://korolev.cian.ru/sale/flat/285912082/,3.0,16.0,1.0,42.6,7200000,,55.9241096,37.83006598276937
15910,realtor,https://mytishchi.cian.ru/sale/flat/297251262/,5.0,5.0,2.0,42.9,7000000,,55.89223735,37.72209266504308
15911,developer,https://www.cian.ru/sale/flat/298655841/,15.0,27.0,3.0,119.3,40147000,Алексеевский,55.8119473,37.6457528
15912,realtor,https://korolev.cian.ru/sale/flat/299567965/,1.0,9.0,1.0,32.6,4800000,,55.9202199,37.84010915
15914,real_estate_agent,https://korolev.cian.ru/sale/flat/299726579/,7.0,17.0,2.0,57.0,9500000,,55.907961150000006,37.849758803134606
15915,developer,https://www.cian.ru/sale/flat/294033985/,21.0,27.0,1.0,60.3,25401000,Алексеевский,55.8119473,37.6457528
15916,realtor,https://korolev.cian.ru/sale/flat/298687287/,4.0,5.0,2.0,44.8,5950000,,55.9785697,37.8190635
15918,real_estate_agent,https://korolev.cian.ru/sale/flat/299214486/,4.0,4.0,2.0,51.7,8990000,,55.91757685,37.887003262533405
15920,real_estate_agent,https://korolev.cian.ru/sale/flat/285333408/,1.0,25.0,1.0,27.6,4700000,,55.914662500000006,37.80145943780994
15922,realtor,https://korolev.cian.ru/sale/flat/297473436/,21.0,25.0,1.0,43.0,6700000,,55.60732205,37.1835246
15927,real_estate_agent,https://pushkino.cian.ru/sale/flat/298394730/,7.0,9.0,2.0,42.1,6800000,,55.7505412,37.6174782
15929,real_estate_agent,https://korolev.cian.ru/sale/flat/299898962/,1.0,5.0,1.0,29.9,5300000,,55.9503965,37.2961445
15931,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/295928199/,17.0,17.0,3.0,60.0,8200000,,55.973567450000004,37.93138125
15933,real_estate_agent,https://korolev.cian.ru/sale/flat/299523289/,6.0,9.0,1.0,31.5,5300000,,55.8799459,38.463588
15942,real_estate_agent,https://korolev.cian.ru/sale/flat/299256715/,3.0,14.0,1.0,40.8,6500000,,55.91058545,37.86961405
15943,realtor,https://korolev.cian.ru/sale/flat/299515995/,6.0,9.0,1.0,38.4,6100000,,55.9289731,37.8318808
15945,real_estate_agent,https://korolev.cian.ru/sale/flat/297319457/,2.0,9.0,1.0,34.5,6000000,,55.536085099999994,37.22291540435056
15947,realtor,https://korolev.cian.ru/sale/flat/297532372/,5.0,5.0,2.0,42.1,5200000,,55.9290017,37.8543112
15948,,https://www.cian.ru/sale/flat/294160697/,17.0,19.0,3.0,107.8,65200114,Алексеевский,55.8102369,37.6501996
15949,real_estate_agent,https://sergiyev-posad.cian.ru/sale/flat/297152849/,3.0,3.0,1.0,32.0,3650000,,56.29601365,38.166382
15951,real_estate_agent,https://korolev.cian.ru/sale/flat/298964481/,1.0,5.0,1.0,35.0,5500000,,55.92762415,37.7985223
15952,realtor,https://korolev.cian.ru/sale/flat/297044307/,5.0,18.0,1.0,37.0,5550000,,55.9412127,37.8713515
15953,realtor,https://korolev.cian.ru/sale/flat/299422512/,5.0,18.0,1.0,37.0,5500000,,55.9412127,37.8713515
15954,realtor,https://ivanteyevka.cian.ru/sale/flat/293254374/,22.0,22.0,1.0,35.0,5540000,,55.9759962,37.9443196
15955,realtor,https://korolev.cian.ru/sale/flat/291415359/,2.0,4.0,1.0,23.0,5500000,,55.5175801,37.0540094
15957,real_estate_agent,https://korolev.cian.ru/sale/flat/299230717/,1.0,12.0,1.0,39.5,5800000,,55.9168564,37.86510221146223
15958,real_estate_agent,https://mytishchi.cian.ru/sale/flat/300096667/,5.0,9.0,1.0,32.0,5899000,,55.5307922,37.0786522
15959,realtor,https://korolev.cian.ru/sale/flat/299674490/,7.0,9.0,1.0,36.0,5890000,,55.9361696,37.857406499999996
15960,real_estate_agent,https://korolev.cian.ru/sale/flat/298635570/,1.0,5.0,2.0,44.2,5850000,,55.5937718,37.117565448666284
15962,real_estate_agent,https://korolev.cian.ru/sale/flat/296972248/,1.0,5.0,2.0,43.2,5850000,,55.7402891,37.3960093
15963,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/299649788/,16.0,19.0,1.0,37.1,5999999,,55.9751511,37.9428785
15964,real_estate_agent,https://korolev.cian.ru/sale/flat/293778763/,5.0,5.0,2.0,45.0,5950000,,55.91593279999999,37.82057985
15965,real_estate_agent,https://korolev.cian.ru/sale/flat/298649776/,12.0,17.0,1.0,30.5,6000000,,55.905449,37.8665149
15966,real_estate_agent,https://korolev.cian.ru/sale/flat/296802731/,6.0,14.0,1.0,38.7,6000000,,55.90726115,37.8638015
15967,real_estate_agent,https://korolev.cian.ru/sale/flat/298673065/,11.0,16.0,1.0,24.1,6000000,,55.905449,37.8665149
15968,real_estate_agent,https://korolev.cian.ru/sale/flat/294370587/,3.0,3.0,2.0,42.1,6050000,,55.916180100000005,37.80197115
15969,realtor,https://mytishchi.cian.ru/sale/flat/298663578/,1.0,9.0,1.0,32.2,6050000,,55.9175155,37.7858200131035
15971,realtor,https://korolev.cian.ru/sale/flat/285341634/,16.0,17.0,1.0,30.0,6100000,,55.9169972,37.8503444
15972,real_estate_agent,https://mytishchi.cian.ru/sale/flat/299656432/,5.0,9.0,1.0,34.1,6199999,,55.9128611,37.773721249999994
15973,real_estate_agent,https://korolev.cian.ru/sale/flat/298989833/,1.0,5.0,2.0,44.3,6180000,,55.54180465,37.147512833075524
15975,real_estate_agent,https://korolev.cian.ru/sale/flat/297358834/,12.0,17.0,1.0,26.0,6250000,,55.905449,37.8665149
15977,realtor,https://pushkino.cian.ru/sale/flat/300000287/,1.0,9.0,2.0,50.4,6300000,,55.7505412,37.6174782
15978,real_estate_agent,https://pushkino.cian.ru/sale/flat/296916191/,5.0,16.0,1.0,38.8,6307600,,55.5948116,37.2184395
15979,real_estate_agent,https://korolev.cian.ru/sale/flat/297332433/,5.0,5.0,2.0,41.2,6300000,,55.9187151,37.8540589
15980,real_estate_agent,https://www.cian.ru/sale/flat/299101177/,7.0,16.0,2.0,39.1,6332000,Ярославский,55.866845,37.7093187
15983,realtor,https://ivanteyevka.cian.ru/sale/flat/299163469/,4.0,5.0,2.0,43.0,6400000,,55.969366300000004,37.904841050777804
15984,realtor,https://sergiyev-posad.cian.ru/sale/flat/293604549/,2.0,9.0,2.0,52.5,6400000,,56.2982005,38.14015897786051
15985,real_estate_agent,https://pushkino.cian.ru/sale/flat/299233616/,1.0,3.0,3.0,60.8,6500000,,55.326131149999995,38.655229664250335
15987,realtor,https://korolev.cian.ru/sale/flat/299893894/,19.0,24.0,1.0,36.0,6500000,,55.91252025,37.829724531586336
15988,realtor,https://korolev.cian.ru/sale/flat/298696801/,1.0,5.0,2.0,42.8,6500000,,56.52733765,37.5872156
15989,real_estate_agent,https://korolev.cian.ru/sale/flat/298988537/,1.0,5.0,2.0,39.9,6500000,,55.54180465,37.147512833075524
15991,realtor,https://korolev.cian.ru/sale/flat/299476294/,1.0,5.0,2.0,45.6,6500000,,55.937109199999995,37.525601086192765
15992,real_estate_agent,https://korolev.cian.ru/sale/flat/298673066/,5.0,5.0,2.0,42.0,6550000,,55.50442755,37.55369080555644
15993,realtor,https://korolev.cian.ru/sale/flat/299061950/,2.0,2.0,2.0,61.7,6600000,,55.66817465,36.527240718409956
15994,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/297112691/,1.0,5.0,3.0,56.7,6600000,,55.97093580000001,37.90254505
15996,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/298574095/,6.0,15.0,1.0,44.1,6695000,,55.61592025,38.0839014
15997,real_estate_agent,https://sergiyev-posad.cian.ru/sale/flat/297124209/,10.0,16.0,1.0,44.0,6699999,,55.270902,37.881723271655105
15998,real_estate_agent,https://mytishchi.cian.ru/sale/flat/296479067/,6.0,19.0,1.0,42.0,6650000,,55.8675443,37.7053383
15999,real_estate_agent,https://pushkino.cian.ru/sale/flat/299697346/,4.0,5.0,2.0,46.1,6700000,,55.7505412,37.6174782
16001,realtor,https://korolev.cian.ru/sale/flat/299116923/,11.0,19.0,1.0,34.8,6650000,,55.912072550000005,37.8554396835091
16002,real_estate_agent,https://pushkino.cian.ru/sale/flat/298574108/,9.0,9.0,2.0,44.0,6790000,,55.7505412,37.6174782
16004,realtor,https://korolev.cian.ru/sale/flat/296806281/,5.0,5.0,2.0,44.8,6750000,,55.7417755,38.025044
16005,real_estate_agent,https://pushkino.cian.ru/sale/flat/296981440/,5.0,5.0,2.0,42.9,6800000,,55.951738250000005,37.29843839367116
16006,real_estate_agent,https://korolev.cian.ru/sale/flat/299281218/,2.0,4.0,1.0,35.0,6800000,,55.5887576,37.159367
16007,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/299267490/,3.0,19.0,1.0,37.6,6800000,,55.9750716,37.9152493
16010,real_estate_agent,https://korolev.cian.ru/sale/flat/297326930/,10.0,17.0,1.0,47.1,6890000,,55.9379284,37.850191
16012,realtor,https://korolev.cian.ru/sale/flat/298833658/,4.0,5.0,2.0,45.0,6900000,,55.5937718,37.117565448666284
16013,realtor,https://korolev.cian.ru/sale/flat/299903413/,2.0,9.0,3.0,56.3,7000000,,55.94438325,37.84818765
16015,realtor,https://korolev.cian.ru/sale/flat/299253859/,3.0,17.0,1.0,38.7,7000000,,55.9400507,37.86985250097956
16017,real_estate_agent,https://pushkino.cian.ru/sale/flat/299370112/,3.0,9.0,2.0,61.2,7180000,,55.99503525,37.86635705978897
16018,real_estate_agent,https://sergiyev-posad.cian.ru/sale/flat/276593909/,4.0,5.0,3.0,62.4,7199000,,55.587186900000006,37.122517535228155
16019,real_estate_agent,https://korolev.cian.ru/sale/flat/296425556/,2.0,5.0,3.0,58.0,7199000,,55.919709850000004,37.85839359631986
16020,realtor,https://korolev.cian.ru/sale/flat/297898141/,5.0,5.0,3.0,60.9,7290000,,55.743645,38.03276334162665
16021,real_estate_agent,https://mytishchi.cian.ru/sale/flat/297989363/,8.0,9.0,2.0,42.9,7300000,,55.91906175,37.784568374044895
16025,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/299010974/,17.0,17.0,1.0,40.9,7357999,,55.9738156,37.93043784613096
16026,real_estate_agent,https://korolev.cian.ru/sale/flat/296399877/,1.0,4.0,1.0,35.0,7400000,,55.91985835,37.885412238400605
16027,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/299671046/,2.0,17.0,2.0,54.3,7400000,,42.8178886,74.1283574
16028,real_estate_agent,https://korolev.cian.ru/sale/flat/297372571/,1.0,14.0,2.0,50.4,7400000,,55.91440015,37.86576824596132
16029,realtor,https://korolev.cian.ru/sale/flat/299603136/,3.0,10.0,1.0,36.8,7350000,,55.9335261,37.8446205
16031,real_estate_agent,https://korolev.cian.ru/sale/flat/291645776/,8.0,17.0,1.0,40.5,7480000,,55.9143429,37.8691328
16032,real_estate_agent,https://www.cian.ru/sale/flat/296666316/,7.0,18.0,1.0,30.2,7450000,Останкинский,55.85014405,37.62245752502677
16033,real_estate_agent,https://korolev.cian.ru/sale/flat/298392486/,11.0,17.0,1.0,38.0,7500000,,55.93884735,37.85290633959458
16034,real_estate_agent,https://korolev.cian.ru/sale/flat/298635568/,4.0,17.0,1.0,33.6,7500000,,55.9178876,37.8632229
16035,real_estate_agent,https://mytishchi.cian.ru/sale/flat/299995556/,3.0,19.0,1.0,42.0,7599000,,55.8675443,37.7053383
16036,realtor,https://korolev.cian.ru/sale/flat/299321506/,16.0,17.0,1.0,35.3,7500000,,55.905449,37.8665149
16037,real_estate_agent,https://korolev.cian.ru/sale/flat/298111209/,3.0,9.0,2.0,52.0,7600000,,55.5348439,37.22131112847682
16038,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/289340464/,2.0,17.0,1.0,51.0,7600000,,54.83053045,38.285451200000004
16039,realtor,https://mytishchi.cian.ru/sale/flat/287692250/,2.0,19.0,1.0,42.0,7600000,,55.8675443,37.7053383
16040,real_estate_agent,https://korolev.cian.ru/sale/flat/298944738/,13.0,17.0,1.0,50.4,7720000,,55.93947335,37.867846392892154
16042,real_estate_agent,https://korolev.cian.ru/sale/flat/296844169/,6.0,19.0,1.0,37.0,7700000,,55.8649572,37.5980016
16043,realtor,https://korolev.cian.ru/sale/flat/298515120/,10.0,14.0,1.0,37.8,7700000,,55.0763592,38.76817667983947
16044,real_estate_agent,https://mytishchi.cian.ru/sale/flat/299924712/,1.0,4.0,2.0,56.7,7800000,,55.9127739,37.7399878
16045,realtor,https://korolev.cian.ru/sale/flat/297339077/,3.0,12.0,2.0,54.3,7800000,,55.91186875,37.859843802772275
16047,real_estate_agent,https://korolev.cian.ru/sale/flat/298984187/,11.0,12.0,1.0,45.5,7800000,,55.9210718,37.865684
16048,realtor,https://korolev.cian.ru/sale/flat/297817532/,5.0,19.0,1.0,45.1,7850000,,55.90822135,37.84575396720664
16049,real_estate_agent,https://korolev.cian.ru/sale/flat/298366292/,2.0,14.0,2.0,54.0,7900000,,55.9072862,37.867966
16050,real_estate_agent,https://korolev.cian.ru/sale/flat/294537615/,12.0,17.0,1.0,48.6,7950000,,55.9137634,37.8396928
16051,realtor,https://korolev.cian.ru/sale/flat/298213022/,12.0,14.0,1.0,45.8,8000000,,55.905449,37.8665149
16053,real_estate_agent,https://korolev.cian.ru/sale/flat/298112850/,5.0,5.0,2.0,56.6,8000000,,55.91980275,37.813799365271905
16054,real_estate_agent,https://korolev.cian.ru/sale/flat/296648315/,5.0,9.0,2.0,51.6,8000000,,55.9339752,37.835866949999996
16057,real_estate_agent,https://mytishchi.cian.ru/sale/flat/297814038/,6.0,18.0,2.0,38.0,8050000,,55.9292115,37.73220236671405
16058,realtor,https://korolev.cian.ru/sale/flat/299609168/,7.0,12.0,2.0,53.7,8100000,,55.9093453,37.8651608
16059,real_estate_agent,https://korolev.cian.ru/sale/flat/298512759/,21.0,25.0,2.0,54.6,8200000,,55.9477323,37.8327545
16060,real_estate_agent,https://korolev.cian.ru/sale/flat/299759056/,13.0,17.0,2.0,42.0,8200000,,55.5903974,37.113658650000005
16062,real_estate_agent,https://korolev.cian.ru/sale/flat/299192296/,11.0,16.0,2.0,54.0,8200000,,55.918147399999995,37.866885649754884
16063,real_estate_agent,https://mytishchi.cian.ru/sale/flat/299671051/,10.0,19.0,1.0,43.5,8250000,,55.8675443,37.7053383
16064,real_estate_agent,https://korolev.cian.ru/sale/flat/295314842/,25.0,25.0,1.0,43.0,8300000,,55.60732205,37.1835246
16065,real_estate_agent,https://mytishchi.cian.ru/sale/flat/296324196/,7.0,9.0,2.0,51.8,8399000,,55.917454750000005,37.789052399999996
16067,real_estate_agent,https://korolev.cian.ru/sale/flat/293782607/,1.0,3.0,3.0,58.0,8450000,,56.2848523,37.4920757
16068,real_estate_agent,https://korolev.cian.ru/sale/flat/294736110/,6.0,22.0,1.0,40.0,8500000,,55.91340515,37.826965200000004
16069,real_estate_agent,https://korolev.cian.ru/sale/flat/299444412/,15.0,18.0,1.0,36.3,8500000,,55.9160252,37.8609323
16070,real_estate_agent,https://korolev.cian.ru/sale/flat/297698806/,7.0,25.0,1.0,40.9,8500000,,55.91474335,37.79996072230334
16072,real_estate_agent,https://mytishchi.cian.ru/sale/flat/299592409/,2.0,12.0,2.0,45.9,8500000,,55.893332,37.7212864
16075,real_estate_agent,https://mytishchi.cian.ru/sale/flat/290837968/,5.0,5.0,3.0,63.4,8600000,,55.92178355,37.78921315
16076,real_estate_agent,https://www.cian.ru/sale/flat/299783862/,4.0,9.0,1.0,33.0,8700000,Ярославский,55.855987549999995,37.68652577694483
16077,real_estate_agent,https://mytishchi.cian.ru/sale/flat/298986360/,4.0,20.0,1.0,42.0,8650000,,55.9151318,37.7379433
16078,realtor,https://mytishchi.cian.ru/sale/flat/270391424/,2.0,9.0,3.0,58.0,8800000,,55.92486505,37.76160445
16080,real_estate_agent,https://korolev.cian.ru/sale/flat/299113872/,4.0,4.0,2.0,66.3,8835000,,55.92841435,37.88562911940485
16082,realtor,https://korolev.cian.ru/sale/flat/299347944/,4.0,26.0,1.0,42.1,8850000,,55.6340362,37.255024046428304
16083,real_estate_agent,https://korolev.cian.ru/sale/flat/268962864/,2.0,12.0,1.0,34.6,8800000,,55.9127505,37.867283
16085,real_estate_agent,https://mytishchi.cian.ru/sale/flat/298047803/,5.0,14.0,1.0,43.0,8950000,,55.920750299999995,37.729256766754766
16086,real_estate_agent,https://korolev.cian.ru/sale/flat/295665629/,3.0,9.0,2.0,44.0,8990000,,55.919624,37.83425125
16088,realtor,https://korolev.cian.ru/sale/flat/299321090/,8.0,17.0,2.0,49.6,8970000,,55.93947335,37.867846392892154
16089,real_estate_agent,https://korolev.cian.ru/sale/flat/298729810/,2.0,14.0,2.0,50.5,8900000,,55.0763592,38.76817667983947
16091,real_estate_agent,https://ivanteyevka.cian.ru/sale/flat/295919589/,5.0,12.0,2.0,57.9,9000000,,55.4977483,37.547028
16092,real_estate_agent,https://www.cian.ru/sale/flat/295514393/,17.0,23.0,1.0,37.8,9000000,Ярославский,55.8705285,37.7139865
16095,real_estate_agent,https://mytishchi.cian.ru/sale/flat/296479060/,3.0,9.0,4.0,68.7,9150000,,55.9175155,37.7858200131035
16098,realtor,https://korolev.cian.ru/sale/flat/300064003/,9.0,14.0,3.0,62.0,9100000,,55.591573999999994,37.16519395668462
16099,realtor,https://korolev.cian.ru/sale/flat/297675401/,6.0,9.0,1.0,42.0,9100000,,55.5665819,38.241591129203826
16100,real_estate_agent,https://korolev.cian.ru/sale/flat/296703445/,17.0,17.0,2.0,65.0,9200000,,55.940356550000004,37.87095734793789
