,url,rooms_count,total_meters,price,district
313,https://www.cian.ru/sale/flat/294892315/,1.0,21.5,15495286,Даниловский
314,https://www.cian.ru/sale/flat/297259085/,2.0,75.0,35500000,Даниловский
316,https://www.cian.ru/sale/flat/297219896/,3.0,77.0,38000000,Даниловский
317,https://www.cian.ru/sale/flat/297343200/,1.0,17.2,8802000,Печатники
318,https://www.cian.ru/sale/flat/296125330/,1.0,44.98,22500000,Даниловский
319,https://www.cian.ru/sale/flat/297848046/,2.0,62.1,23919757,Даниловский
320,https://www.cian.ru/sale/flat/276634299/,4.0,185.0,70000000,Даниловский
321,https://www.cian.ru/sale/flat/297970279/,1.0,52.34,21469868,Даниловский
322,https://www.cian.ru/sale/flat/295400535/,1.0,35.2,17900000,Даниловский
323,https://www.cian.ru/sale/flat/293204298/,3.0,113.5,58728078,Даниловский
324,https://www.cian.ru/sale/flat/299386199/,2.0,55.0,28500000,Даниловский
325,https://www.cian.ru/sale/flat/298008458/,1.0,46.12,19218204,Даниловский
326,https://www.cian.ru/sale/flat/299998894/,3.0,86.4,36999000,Даниловский
327,https://www.cian.ru/sale/flat/293356259/,2.0,59.3,37950043,Даниловский
329,https://www.cian.ru/sale/flat/293637038/,3.0,106.6,55072544,Даниловский
330,https://www.cian.ru/sale/flat/299963406/,2.0,43.0,23200000,Даниловский
332,https://www.cian.ru/sale/flat/296831929/,2.0,68.77,34856322,Даниловский
333,https://www.cian.ru/sale/flat/299947352/,3.0,69.0,31400000,Южнопортовый
335,https://www.cian.ru/sale/flat/298008868/,1.0,40.49,18459391,Даниловский
336,https://www.cian.ru/sale/flat/294261989/,2.0,68.0,22900000,Даниловский
337,https://www.cian.ru/sale/flat/298027316/,1.0,52.72,21499216,Даниловский
338,https://www.cian.ru/sale/flat/299991175/,3.0,106.7,84500000,Даниловский
339,https://www.cian.ru/sale/flat/298027351/,2.0,61.72,26619836,Даниловский
340,https://www.cian.ru/sale/flat/299961735/,1.0,25.2,13700000,Даниловский
341,https://www.cian.ru/sale/flat/297970397/,1.0,36.57,15637332,Даниловский
343,https://www.cian.ru/sale/flat/300002914/,2.0,72.0,43000000,Даниловский
344,https://www.cian.ru/sale/flat/298027358/,2.0,93.28,35922128,Даниловский
345,https://www.cian.ru/sale/flat/295791648/,2.0,71.7,33500000,Даниловский
347,https://www.cian.ru/sale/flat/292519308/,2.0,57.0,25000000,Даниловский
348,https://www.cian.ru/sale/flat/294939307/,2.0,70.28,39500322,Даниловский
349,https://www.cian.ru/sale/flat/299741342/,1.0,37.4,16300000,Даниловский
350,https://www.cian.ru/sale/flat/293203838/,2.0,64.3,29666798,Даниловский
351,https://www.cian.ru/sale/flat/300028414/,4.0,96.0,30000000,Даниловский
352,https://www.cian.ru/sale/flat/296359230/,2.0,50.3,12995517,Печатники
354,https://www.cian.ru/sale/flat/298792032/,2.0,63.0,37000000,Даниловский
355,https://www.cian.ru/sale/flat/293204344/,1.0,40.1,22181395,Даниловский
357,https://www.cian.ru/sale/flat/296357258/,2.0,36.1,9464079,Печатники
358,https://www.cian.ru/sale/flat/284708774/,1.0,39.2,20900000,Даниловский
359,https://www.cian.ru/sale/flat/296359234/,2.0,48.0,11820892,Печатники
360,https://www.cian.ru/sale/flat/298849471/,3.0,90.9,45500000,Даниловский
361,https://www.cian.ru/sale/flat/298008882/,2.0,113.05,40426680,Даниловский
362,https://www.cian.ru/sale/flat/299435979/,2.0,74.6,34400000,Даниловский
363,https://www.cian.ru/sale/flat/297847979/,1.0,48.7,21697690,Даниловский
364,https://www.cian.ru/sale/flat/296298167/,2.0,56.3,15600000,Нагатинский затон
365,https://www.cian.ru/sale/flat/293203928/,1.0,43.6,24805478,Даниловский
366,https://www.cian.ru/sale/flat/297349715/,1.0,39.0,15900000,Даниловский
367,https://www.cian.ru/sale/flat/297992375/,3.0,56.3,14136013,Печатники
368,https://www.cian.ru/sale/flat/298947728/,2.0,42.1,15500000,Южнопортовый
369,https://www.cian.ru/sale/flat/297989293/,3.0,90.8,36116128,Даниловский
371,https://www.cian.ru/sale/flat/296357255/,1.0,28.7,8976090,Печатники
372,https://www.cian.ru/sale/flat/299693932/,1.0,36.0,14000000,Даниловский
373,https://www.cian.ru/sale/flat/291897536/,2.0,68.44,40102619,Даниловский
